YY,MM,Buoy44029_2m,Buoy44029_20m,Buoy44005,Buoy44013,Buoy44098,OISST,HRI_Tidbit,HRO_Tidbit,DB_Tidbit,SHI_Tidbit,SHO_Tidbit,godas_5,godas_15,godas_25
1979,1,NA,NA,6.55909881816129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,10,NA,NA,12.957857470322582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,11,NA,NA,10.558728018433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,12,NA,NA,8.515532977935484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,2,NA,NA,4.866772975214285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,3,NA,NA,3.949059139354839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,4,NA,NA,5.1697023728666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,5,NA,NA,8.965799926612902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,6,NA,NA,13.569130556071428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,7,NA,NA,18.16944249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,8,NA,NA,18.91606471419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,9,NA,NA,15.944454864999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,1,NA,NA,7.349801305709677,NA,NA,NA,NA,NA,NA,NA,NA,6.033166503906273,6.034692382812523,6.039270019531273
1980,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.603814697265648,12.374932861328148,11.862207031250025
1980,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.707604980468773,9.721337890625025,9.732019042968773
1980,12,NA,NA,7.2088550966666665,NA,NA,NA,NA,NA,NA,NA,NA,7.568261718750023,7.565209960937523,7.571313476562523
1980,2,NA,NA,5.450077615034483,NA,NA,NA,NA,NA,NA,NA,NA,4.060144042968773,4.054040527343773,4.060144042968773
1980,3,NA,NA,5.077881068258065,NA,NA,NA,NA,NA,NA,NA,NA,2.9996276855468977,2.9981018066406477,2.9981018066406477
1980,4,NA,NA,6.3339444408,NA,NA,NA,NA,NA,NA,NA,NA,3.9762207031250223,3.9350219726562727,3.9243408203125223
1980,5,NA,NA,8.715029775535715,NA,NA,NA,NA,NA,NA,NA,NA,7.023492431640648,6.625238037109398,5.990441894531273
1980,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.426324462890648,9.367333984375025,7.140985107421898
1980,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.947625732421898,12.002587890625025,8.032128906250023
1980,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.195825195312523,13.311822509765648,9.788476562500025
1980,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.365197753906273,16.058496093750023,12.109399414062525
1981,1,NA,NA,5.073348759333333,NA,NA,NA,NA,NA,NA,NA,NA,5.256463623046898,5.254937744140648,5.254937744140648
1981,10,NA,NA,12.435704027096774,NA,NA,11.981935439571258,NA,NA,NA,NA,NA,10.810845947265648,10.760491943359398,10.673516845703148
1981,11,NA,NA,10.025694459233334,NA,NA,9.75566676457723,NA,NA,NA,NA,NA,8.511285400390648,8.517388916015648,8.521966552734398
1981,12,NA,NA,7.915658642580645,NA,NA,7.774838785971364,NA,NA,NA,NA,NA,5.836328125000023,5.839379882812523,5.845483398437523
1981,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4772583007812727,3.4772583007812727,3.4772583007812727
1981,3,NA,NA,4.869841397615384,NA,NA,NA,NA,NA,NA,NA,NA,2.9660583496093977,2.9660583496093977,2.9630065917968977
1981,4,NA,NA,5.424642071166667,NA,NA,NA,NA,NA,NA,NA,NA,4.098291015625023,4.086083984375023,4.072351074218773
1981,5,NA,NA,8.112167946774193,NA,NA,NA,NA,NA,NA,NA,NA,6.793084716796898,6.631341552734398,6.431451416015648
1981,6,NA,NA,12.677697052,NA,NA,NA,NA,NA,NA,NA,NA,12.117028808593773,10.919183349609398,8.140466308593773
1981,7,NA,NA,16.988002567096775,NA,NA,NA,NA,NA,NA,NA,NA,15.640405273437525,14.219750976562525,9.919702148437525
1981,8,NA,NA,18.521180504166665,NA,NA,NA,NA,NA,NA,NA,NA,17.589013671875023,15.399316406250025,11.343377685546898
1981,9,NA,NA,17.017502768,NA,NA,15.443666553497314,NA,NA,NA,NA,NA,16.204980468750023,15.785363769531273,12.164331054687525
1982,1,NA,NA,6.126471073354839,NA,NA,5.790967756702054,NA,NA,NA,NA,NA,4.031152343750023,4.025048828125023,4.020471191406273
1982,10,NA,NA,11.52611604125,NA,NA,13.11161281216529,NA,NA,NA,NA,NA,10.310327148437525,9.437524414062525,6.684747314453148
1982,11,NA,NA,10.437638829599999,NA,NA,10.880333391825358,NA,NA,NA,NA,NA,8.055017089843773,7.696435546875023,6.968560791015648
1982,12,NA,NA,8.403781019935483,NA,NA,8.616129090709071,NA,NA,NA,NA,NA,6.922784423828148,6.909051513671898,6.843438720703148
1982,2,NA,NA,4.8203475075,NA,NA,5.131071371691568,NA,NA,NA,NA,NA,2.5235534667968977,2.5266052246093977,2.5220275878906477
1982,3,NA,NA,4.052325861225807,NA,NA,4.147096764656805,NA,NA,NA,NA,NA,2.3190856933593977,2.3312927246093977,2.3572326660156477
1982,4,NA,NA,4.8423889582,NA,NA,5.188666693369547,NA,NA,NA,NA,NA,3.6664672851562727,3.6924072265625223,3.7824340820312727
1982,5,NA,NA,NA,NA,NA,9.81709675635061,NA,NA,NA,NA,NA,5.598291015625023,5.030633544921898,4.621697998046898
1982,6,NA,NA,NA,NA,NA,12.736333274841309,NA,NA,NA,NA,NA,9.956323242187525,9.478723144531273,8.555535888671898
1982,7,NA,NA,NA,NA,NA,17.10096743799025,NA,NA,NA,NA,NA,15.133782958984398,11.883569335937525,8.360223388671898
1982,8,NA,NA,NA,NA,NA,17.485483815593103,NA,NA,NA,NA,NA,15.718225097656273,11.073297119140648,6.724420166015648
1982,9,NA,NA,NA,NA,NA,14.830666637420654,NA,NA,NA,NA,NA,14.146508789062525,12.168908691406273,8.032128906250023
1983,1,NA,NA,7.113288884161291,NA,NA,6.866451617210142,NA,NA,NA,NA,NA,5.760034179687523,5.747827148437523,5.729516601562523
1983,10,NA,NA,13.795629328064516,NA,NA,13.96806449274863,NA,NA,NA,NA,NA,12.620599365234398,12.440545654296898,11.227410888671898
1983,11,NA,NA,9.802771743933333,NA,NA,10.534333292643229,NA,NA,NA,NA,NA,10.374444580078148,10.377496337890648,10.382073974609398
1983,12,NA,NA,7.485848032821428,NA,NA,8.008064577656407,NA,NA,NA,NA,NA,7.578942871093773,7.578942871093773,7.574365234375023
1983,2,NA,NA,6.152251530857143,NA,NA,5.316785778318133,NA,NA,NA,NA,NA,3.9502807617187727,3.9380737304687727,3.9304443359375223
1983,3,NA,NA,5.5274366620434785,NA,NA,4.668387151533557,NA,NA,NA,NA,NA,3.2483764648437727,3.2483764648437727,3.2483764648437727
1983,4,NA,NA,5.2428562542,NA,NA,6.313666598002117,NA,NA,NA,NA,NA,3.4787841796875227,3.4452148437500227,3.4162231445312727
1983,5,NA,NA,7.626191015419355,NA,NA,9.484516251471735,NA,NA,NA,NA,NA,5.729516601562523,5.366357421875023,5.370935058593773
1983,6,NA,NA,11.870440814666667,NA,NA,14.032666683197021,NA,NA,NA,NA,NA,11.025994873046898,8.070275878906273,8.196923828125023
1983,7,NA,NA,15.751881712580646,NA,NA,17.559677431660315,NA,NA,NA,NA,NA,14.968988037109398,10.284387207031273,9.579431152343773
1983,8,NA,NA,16.670564533548387,NA,NA,17.33838708939091,NA,NA,NA,NA,NA,15.292474365234398,13.252313232421898,9.765588378906273
1983,9,NA,NA,16.872584552,NA,NA,17.394666798909505,NA,NA,NA,NA,NA,15.713647460937525,14.695855712890648,11.521936035156273
1984,1,NA,NA,5.824608506838709,NA,NA,5.968709653423678,NA,NA,NA,NA,NA,5.257989501953148,5.257989501953148,5.261041259765648
1984,10,NA,NA,12.488492063333334,12.66431745516129,NA,12.759032310978059,NA,NA,NA,NA,NA,11.108392333984398,10.356134033203148,7.594201660156273
1984,11,NA,NA,10.296250012366666,9.9086051057,NA,10.395000044504801,NA,NA,NA,NA,NA,9.857141113281273,9.832727050781273,9.289483642578148
1984,12,NA,NA,8.539072047903225,6.914031095225806,NA,7.743870996659802,NA,NA,NA,NA,NA,7.678125000000023,7.659814453125023,7.636926269531273
1984,2,NA,NA,5.444227926206897,NA,NA,5.437586208869671,NA,NA,NA,NA,NA,4.194421386718773,4.192895507812523,4.194421386718773
1984,3,NA,NA,5.054137438645161,NA,NA,4.109032230992471,NA,NA,NA,NA,NA,3.4009643554687727,3.4055419921875227,3.4070678710937727
1984,4,NA,NA,5.3413888964,NA,NA,5.191333341598511,NA,NA,NA,NA,NA,3.8282104492187727,3.8144775390625223,3.8160034179687727
1984,5,NA,NA,7.1234970811612905,NA,NA,8.808387079546529,NA,NA,NA,NA,NA,5.967553710937523,5.813439941406273,5.729516601562523
1984,6,NA,NA,11.368520537666667,NA,NA,13.180666669209797,NA,NA,NA,NA,NA,10.284387207031273,9.239129638671898,8.079431152343773
1984,7,NA,NA,16.938785667096774,NA,NA,16.106129184845955,NA,NA,NA,NA,NA,15.751794433593773,11.866784667968773,8.219812011718773
1984,8,NA,NA,19.33668771032258,19.347826076956522,NA,19.31741923670615,NA,NA,NA,NA,NA,17.753808593750023,9.387170410156273,6.634393310546898
1984,9,NA,NA,19.311553134999997,15.397310089,NA,15.602333545684814,NA,NA,NA,NA,NA,14.734002685546898,9.315423583984398,5.607446289062523
1985,1,NA,NA,7.082604981612903,4.728558887032259,NA,5.24354838555859,NA,NA,NA,NA,NA,5.807336425781273,5.807336425781273,5.804284667968773
1985,10,NA,NA,13.210489720645162,13.065153123548386,NA,13.26483868014428,NA,NA,NA,NA,NA,12.989862060546898,12.992913818359398,11.044305419921898
1985,11,NA,NA,10.146799421433334,10.021020455,NA,10.350666681925455,NA,NA,NA,NA,NA,9.927331542968773,9.953271484375025,10.008203125000025
1985,12,NA,NA,7.924462383838709,6.622715080967742,NA,7.254516124725342,NA,NA,NA,NA,NA,7.136407470703148,7.148614501953148,7.169976806640648
1985,2,NA,NA,5.9846855459285715,2.6475284546785716,NA,3.425357154437474,NA,NA,NA,NA,NA,4.174584960937523,4.176110839843773,4.176110839843773
1985,3,NA,NA,5.6349754856129035,3.5789036721935483,NA,4.01096773147583,NA,NA,NA,NA,NA,3.7854858398437727,3.7885375976562727,3.7885375976562727
1985,4,NA,NA,5.5855435021,5.4839958655,NA,5.6149999618530275,NA,NA,NA,NA,NA,4.391290283203148,4.311944580078148,4.188317871093773
1985,5,NA,NA,7.456095138580645,9.842827119741935,NA,9.312258105124197,NA,NA,NA,NA,NA,6.977716064453148,6.663385009765648,6.216271972656273
1985,6,NA,NA,11.479734299233334,13.347457782666666,NA,12.86500005722046,NA,NA,NA,NA,NA,10.910028076171898,10.406488037109398,7.957360839843773
1985,7,NA,NA,15.426390861612903,17.21179879612903,NA,16.540000084907778,NA,NA,NA,NA,NA,14.149560546875025,11.758447265625025,8.113000488281273
1985,8,NA,NA,17.369769750645162,17.83641310580645,NA,17.824516050277218,NA,NA,NA,NA,NA,16.749749755859398,10.893243408203148,6.802239990234398
1985,9,NA,NA,15.078164237666666,16.469903342666665,NA,16.101666673024496,NA,NA,NA,NA,NA,16.046289062500023,14.805718994140648,9.521447753906273
1986,1,NA,NA,6.40416666832258,3.6199509105806453,NA,4.150645148369573,NA,NA,NA,NA,NA,5.257989501953148,5.264093017578148,5.270196533203148
1986,10,NA,NA,12.87560777967742,12.778465407741935,NA,12.72806453704834,NA,NA,NA,NA,NA,12.626702880859398,12.574822998046898,12.178063964843773
1986,11,NA,NA,10.018846624633333,9.598363565333333,NA,9.670999908447266,NA,NA,NA,NA,NA,10.572808837890648,10.568231201171898,10.551446533203148
1986,12,NA,NA,8.012903280580645,6.6010577589032255,NA,7.1603225431134625,NA,NA,NA,NA,NA,8.726434326171898,8.726434326171898,8.729486083984398
1986,2,NA,NA,5.323565428785714,2.67956780425,NA,3.094285718032292,NA,NA,NA,NA,NA,3.8175292968750223,3.8480468750000223,3.9136596679687727
1986,3,NA,NA,5.047585044774194,3.038493993516129,NA,3.3022580762063303,NA,NA,NA,NA,NA,3.4452148437500227,3.4909912109375227,3.5932250976562727
1986,4,NA,NA,5.878297021833333,6.4225664449333335,NA,5.8106666247049965,NA,NA,NA,NA,NA,5.257989501953148,5.183221435546898,5.068780517578148
1986,5,NA,NA,9.6462020375,10.759013051222222,NA,9.7880645567371,NA,NA,NA,NA,NA,7.752893066406273,7.493493652343773,6.934991455078148
1986,6,NA,NA,11.220724640233334,13.744082149,NA,13.202333354949952,NA,NA,NA,NA,NA,10.874932861328148,10.437005615234398,7.986352539062523
1986,7,NA,NA,15.21029755875,17.055680661935483,NA,16.66709663021949,NA,NA,NA,NA,NA,14.361657714843773,12.899835205078148,9.637414550781273
1986,8,NA,NA,18.438844072580647,18.117715918064516,NA,17.933548342797064,NA,NA,NA,NA,NA,16.729913330078148,12.904412841796898,10.154687500000025
1986,9,NA,NA,15.979583308666667,14.894420315666666,NA,14.632666714986165,NA,NA,NA,NA,NA,14.825555419921898,14.138879394531273,11.969018554687525
1987,1,NA,NA,6.7224287056774195,4.729636716548387,NA,5.153548394480059,NA,NA,NA,NA,NA,7.162347412109398,7.163873291015648,7.163873291015648
1987,10,NA,NA,12.150333126129032,11.219586068846153,NA,11.815806481146044,NA,NA,NA,NA,NA,12.336755371093773,12.356622314453148,11.410546875000025
1987,11,NA,NA,8.838635266166667,8.298101017517242,NA,8.703666655222575,NA,NA,NA,NA,NA,9.030084228515648,9.030084228515648,9.030084228515648
1987,12,NA,NA,6.8554815322580644,6.114311604387097,NA,6.648064521051222,NA,NA,NA,NA,NA,6.414666748046898,6.440606689453148,6.481805419921898
1987,2,NA,NA,4.204670733035714,2.908061596,NA,3.3496428557804654,NA,NA,NA,NA,NA,4.954339599609398,4.952813720703148,4.952813720703148
1987,3,NA,NA,2.9769869111290324,2.7639296326451612,NA,3.176129033488612,NA,NA,NA,NA,NA,3.4146972656250227,3.4101196289062727,3.4574218750000227
1987,4,NA,NA,3.9877777701333335,5.5234843215,NA,5.166000008583069,NA,NA,NA,NA,NA,4.173059082031273,4.153222656250023,4.127282714843773
1987,5,NA,NA,6.391853681064516,8.879225095258064,NA,8.856451634437807,NA,NA,NA,NA,NA,7.194390869140648,6.971612548828148,6.353631591796898
1987,6,NA,NA,11.418055563666666,14.215362354333333,NA,14.042999935150146,NA,NA,NA,NA,NA,11.479211425781273,8.903436279296898,6.086572265625023
1987,7,NA,NA,15.891935488064517,17.98279574129032,NA,17.48870978816863,NA,NA,NA,NA,NA,15.440515136718773,10.321008300781273,6.297143554687523
1987,8,NA,NA,17.902097938709677,18.732379740909092,NA,18.274193548387096,NA,NA,NA,NA,NA,17.231927490234398,11.769128417968773,7.688806152343773
1987,9,NA,NA,15.650217207931034,NA,NA,15.717333316802979,NA,NA,NA,NA,NA,15.551904296875025,13.401879882812525,8.544854736328148
1988,1,NA,NA,4.069156145903226,3.1786933177419354,NA,4.05354836679274,NA,NA,NA,NA,NA,4.971124267578148,4.966546630859398,4.971124267578148
1988,10,NA,NA,11.69295814451613,11.38119451383871,NA,11.610645171134703,NA,NA,NA,NA,NA,11.273187255859398,11.236566162109398,10.673516845703148
1988,11,NA,NA,8.974861118566666,9.366289436363637,NA,9.140666611989339,NA,NA,NA,NA,NA,9.724389648437525,9.724389648437525,9.727441406250025
1988,12,NA,NA,6.946593047516129,5.8618462207599995,NA,6.5999999507781,NA,NA,NA,NA,NA,8.018395996093773,8.022973632812523,8.022973632812523
1988,2,NA,NA,3.5999125228275863,2.6701961496551725,NA,3.0368965412008353,NA,NA,NA,NA,NA,4.159326171875023,4.154748535156273,4.156274414062523
1988,3,NA,NA,3.8279761833809522,3.184011209580645,NA,3.664193553309287,NA,NA,NA,NA,NA,3.8098999023437727,3.8053222656250223,3.8037963867187727
1988,4,NA,NA,NA,5.3538888836666665,NA,5.639666636784871,NA,NA,NA,NA,NA,4.348565673828148,4.308892822265648,4.281396484375023
1988,5,NA,NA,NA,9.522487168161291,NA,9.671935450646185,NA,NA,NA,NA,NA,7.559106445312523,7.134881591796898,5.688317871093773
1988,6,NA,NA,13.203027091111112,13.373019312,NA,13.16699997584025,NA,NA,NA,NA,NA,11.351037597656273,10.307275390625025,7.638452148437523
1988,7,NA,NA,16.224549971935485,16.07655440612903,NA,16.570967643491684,NA,NA,NA,NA,NA,16.351464843750023,11.268609619140648,7.559106445312523
1988,8,NA,NA,18.048188447419356,18.00707681451613,NA,18.186451635053082,NA,NA,NA,NA,NA,16.958795166015648,11.027520751953148,7.876489257812523
1988,9,NA,NA,14.204565197,15.453979358333333,NA,15.411333370208741,NA,NA,NA,NA,NA,14.720269775390648,13.704003906250025,9.468041992187525
1989,1,NA,NA,5.58508060883871,4.067708906722222,NA,4.649032254372874,NA,NA,NA,NA,NA,6.825128173828148,6.825128173828148,6.825128173828148
1989,10,NA,NA,12.556668903870968,11.953924423548386,NA,12.160645208051127,NA,NA,NA,NA,NA,12.142968750000025,12.092614746093773,11.784387207031273
1989,11,NA,NA,9.727678591,9.5295592049,NA,9.65066663424174,NA,NA,NA,NA,NA,10.791009521484398,10.780328369140648,10.763543701171898
1989,12,NA,NA,7.462499991,5.001733964322581,NA,5.498064533356698,NA,NA,NA,NA,NA,6.573358154296898,6.574884033203148,6.579461669921898
1989,2,NA,NA,4.233630952571429,2.8312592589375,NA,3.682857172829764,NA,NA,NA,NA,NA,6.120141601562523,6.120141601562523,6.123193359375023
1989,3,NA,NA,3.467356240354839,2.7190684908064515,NA,3.1174193505317933,NA,NA,NA,NA,NA,4.871942138671898,4.870416259765648,4.871942138671898
1989,4,NA,NA,4.938888899766667,4.783638886266667,NA,5.017666657765707,NA,NA,NA,NA,NA,5.218316650390648,5.193902587890648,5.193902587890648
1989,5,NA,NA,8.19140314164516,9.744411601129032,NA,9.576451624593428,NA,NA,NA,NA,NA,8.468560791015648,7.606408691406273,7.490441894531273
1989,6,NA,NA,12.790181153,14.843502570666667,NA,14.438333225250243,NA,NA,NA,NA,NA,13.148553466796898,11.492944335937525,8.792047119140648
1989,7,NA,NA,16.99398669548387,18.220247288064517,NA,17.862258111276933,NA,NA,NA,NA,NA,16.494927978515648,11.927819824218773,7.688806152343773
1989,8,NA,NA,18.377244033548386,17.822325421612902,NA,17.85290305845199,NA,NA,NA,NA,NA,17.271600341796898,10.263024902343773,7.140985107421898
1989,9,NA,NA,17.338556767666667,16.536854363333333,NA,16.69566666285197,NA,NA,NA,NA,NA,16.195825195312523,13.546838378906273,9.432946777343773
1990,1,NA,NA,5.244556095294118,2.6289329182903227,NA,3.162580651621665,NA,NA,NA,NA,NA,4.441644287109398,4.440118408203148,4.444696044921898
1990,10,NA,NA,12.656936611290323,13.109227475483872,NA,13.463548321877756,NA,NA,NA,NA,NA,14.259423828125025,14.268579101562525,14.286889648437525
1990,11,NA,NA,9.468828579166667,9.6831642605,NA,9.556333255767822,NA,NA,NA,NA,NA,10.676568603515648,10.685723876953148,10.699456787109398
1990,12,NA,NA,7.608198950258065,7.209741688516129,NA,7.263225801529423,NA,NA,NA,NA,NA,8.331231689453148,8.334283447265648,8.334283447265648
1990,2,NA,NA,4.875923392607143,2.8944681731785713,NA,3.2442857112203325,NA,NA,NA,NA,NA,3.6924072265625223,3.6924072265625223,3.7000366210937727
1990,3,NA,NA,4.816526598096774,3.4576181652903224,NA,3.959999984310519,NA,NA,NA,NA,NA,3.5520263671875227,3.5413452148437727,3.5352416992187727
1990,4,NA,NA,5.134826214533334,5.104934446766666,NA,5.183999991416931,NA,NA,NA,NA,NA,4.754449462890648,4.551507568359398,4.461480712890648
1990,5,NA,NA,7.237024261032258,8.664650558806452,NA,8.53483869183448,NA,NA,NA,NA,NA,7.688806152343773,7.342431640625023,5.779870605468773
1990,6,NA,NA,11.076032266366667,13.483785666,NA,13.321000067392985,NA,NA,NA,NA,NA,11.576867675781273,9.741174316406273,6.497064208984398
1990,7,NA,NA,16.545169367741934,17.08442278483871,NA,17.269032262986705,NA,NA,NA,NA,NA,16.107324218750023,12.554986572265648,6.681695556640648
1990,8,NA,NA,19.516058883225806,19.373729226129033,NA,19.50516140845514,NA,NA,NA,NA,NA,19.763452148437523,16.690240478515648,11.038201904296898
1990,9,NA,NA,16.53806751933333,17.451751179333332,NA,17.125999863942464,NA,NA,NA,NA,NA,17.350946044921898,17.233453369140648,15.440515136718773
1991,1,NA,NA,5.859864412709677,4.7419062680645165,NA,5.195161258020709,NA,NA,NA,NA,NA,6.303277587890648,6.306329345703148,6.315484619140648
1991,10,NA,NA,NA,12.271102178064517,NA,12.65032260648666,NA,NA,NA,NA,NA,12.533624267578148,12.428338623046898,8.398370361328148
1991,11,NA,NA,NA,9.510072418566667,NA,9.454333209991455,NA,NA,NA,NA,NA,9.269647216796898,9.233026123046898,9.158258056640648
1991,12,NA,NA,NA,6.9735273591935485,NA,7.216774140634844,NA,NA,NA,NA,NA,6.963983154296898,6.948724365234398,6.930413818359398
1991,2,NA,NA,4.109077413607142,3.7401785800357144,NA,4.026071420737675,NA,NA,NA,NA,NA,4.626275634765648,4.623223876953148,4.626275634765648
1991,3,NA,NA,4.172925500064516,3.919167846483871,NA,4.058064537663614,NA,NA,NA,NA,NA,4.049462890625023,4.040307617187523,4.038781738281273
1991,4,NA,NA,4.805730690433333,5.997626817533333,NA,5.224666659037272,NA,NA,NA,NA,NA,4.754449462890648,4.533197021484398,4.383660888671898
1991,5,NA,NA,8.119758073225807,11.083467766129033,NA,10.869999931704614,NA,NA,NA,NA,NA,7.871911621093773,6.431451416015648,4.212731933593773
1991,6,NA,NA,12.070537465666666,16.146908134666667,NA,15.404333209991455,NA,NA,NA,NA,NA,12.986810302734398,9.669458007812525,3.6252685546875223
1991,7,NA,NA,15.430008113870967,18.795535273225806,NA,18.676774178781816,NA,NA,NA,NA,NA,16.671929931640648,10.517877197265648,4.321099853515648
1991,8,NA,NA,17.89934192105263,17.686724392580643,NA,17.665161317394627,NA,NA,NA,NA,NA,17.094598388671898,8.891229248046898,3.6954589843750223
1991,9,NA,NA,NA,16.374296338666667,NA,16.313333384195964,NA,NA,NA,NA,NA,14.590570068359398,12.730462646484398,6.156762695312523
1992,1,NA,NA,5.555537261833333,4.39008061816129,NA,4.776774168014526,NA,NA,NA,NA,NA,5.018426513671898,5.000115966796898,4.974176025390648
1992,10,NA,NA,11.521016271419354,11.795538567419355,NA,11.700645046849404,NA,NA,NA,NA,NA,12.461907958984398,12.437493896484398,12.316918945312525
1992,11,NA,NA,8.554029110733333,8.761176982733334,NA,8.931000073750814,NA,NA,NA,NA,NA,9.167413330078148,9.164361572265648,9.156732177734398
1992,12,NA,NA,6.745044378677419,5.964340814322581,NA,6.423225787378127,NA,NA,NA,NA,NA,6.925836181640648,6.927362060546898,6.927362060546898
1992,2,NA,NA,3.887685702137931,2.8900003611379312,NA,3.3755172614393563,NA,NA,NA,NA,NA,3.7198730468750223,3.7152954101562727,3.7244506835937727
1992,3,NA,NA,2.8462406681935484,2.8596423451935484,NA,3.3083870949283725,NA,NA,NA,NA,NA,3.3490844726562727,3.3597656250000227,3.4040161132812727
1992,4,NA,NA,3.3816591304333334,4.713460160733334,NA,4.865666675567627,NA,NA,NA,NA,NA,3.7442871093750223,3.7473388671875223,3.7717529296875223
1992,5,NA,NA,6.373025004,8.820161304903225,NA,8.57709680065032,NA,NA,NA,NA,NA,6.158288574218773,5.563195800781273,4.923822021484398
1992,6,NA,NA,11.618836393933334,13.263611116333333,NA,13.262666606903077,NA,NA,NA,NA,NA,11.511254882812525,10.049401855468773,7.002130126953148
1992,7,NA,NA,15.045897915806451,15.606010311290323,NA,15.800322563417497,NA,NA,NA,NA,NA,15.200921630859398,11.431909179687525,7.583520507812523
1992,8,NA,NA,17.368382057741936,16.063214101290324,NA,16.60225815926829,NA,NA,NA,NA,NA,16.198876953125023,11.698937988281273,8.882073974609398
1992,9,NA,NA,15.223371520666666,14.280567610333334,NA,14.905666669209799,NA,NA,NA,NA,NA,15.019342041015648,13.786401367187525,10.267602539062525
1993,1,NA,NA,5.411220202935484,3.9087507239032258,NA,4.460967717632171,NA,NA,NA,NA,NA,5.296166992187523,5.293115234375023,5.297692871093773
1993,10,NA,NA,11.685666624,11.135548100387096,NA,11.307741903489635,NA,NA,NA,NA,NA,12.423760986328148,12.468011474609398,12.133813476562525
1993,11,NA,NA,9.3068208628,8.9322221993,NA,8.844333267211914,NA,NA,NA,NA,NA,9.335290527343773,9.355126953125025,9.402429199218773
1993,12,NA,NA,7.890644046354839,6.993343878548387,NA,6.932580624857256,NA,NA,NA,NA,NA,7.615563964843773,7.620141601562523,7.629296875000023
1993,2,NA,NA,4.371635699857142,2.4823669715714285,NA,3.1324999928474426,NA,NA,NA,NA,NA,3.7351318359375223,3.7351318359375223,3.7442871093750223
1993,3,NA,NA,3.6993864270645163,1.5639452929354838,NA,2.396451611672678,NA,NA,NA,NA,NA,2.6914001464843977,2.6669860839843977,2.6669860839843977
1993,4,NA,NA,4.426129255833334,4.160718595433333,NA,4.3599999904632565,NA,NA,NA,NA,NA,3.2132507324218977,3.1873107910156477,3.1445861816406477
1993,5,NA,NA,7.018080902870968,10.408140526032257,NA,9.769354866396997,NA,NA,NA,NA,NA,7.101312255859398,6.371942138671898,5.169488525390648
1993,6,NA,NA,10.880858624866667,13.062700899666666,NA,12.739000066121418,NA,NA,NA,NA,NA,10.903924560546898,9.872399902343773,6.674066162109398
1993,7,NA,NA,16.591841957096776,17.33738102548387,NA,17.30161294629497,NA,NA,NA,NA,NA,16.063073730468773,10.771173095703148,6.637445068359398
1993,8,NA,NA,19.401910935806452,18.431130077741937,NA,18.234516143798828,NA,NA,NA,NA,NA,17.933862304687523,11.842370605468773,8.358697509765648
1993,9,NA,NA,17.779843409999998,15.015358504333333,NA,15.45300006866455,NA,NA,NA,NA,NA,15.988305664062525,14.338769531250025,10.588067626953148
1994,1,NA,NA,6.371335021384615,3.488813813129032,NA,3.5851612898611256,NA,NA,NA,NA,NA,5.093194580078148,5.093194580078148,5.093194580078148
